Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Terry Brown,45,13,15,4,693.6300000000001,606.3699999999999,87.41980594841627
George Lee,37,13,11,3,1024.33,275.67,26.912225552312247
Brett Smith,38,13,8,3,1225.9299999999998,74.07000000000002,6.041943667256698
Gary Bond,31,13,7,4,872.76,427.23999999999995,48.95274760529813
Juanita Breen,30,13,7,1,622.48,677.5200000000001,108.84205115023778
Brent Howard,37,13,6,6,737.99,562.01,76.15414843019553
Lachlan Kennelly,35,13,4,3,830.5900000000001,469.41,56.51524819706473
Aaron Suvaljko,47,13,1,7,876.3199999999999,423.68,48.347635566916196
Tony Vlaeminck,45,12,10,11,830.8999999999999,369.09999999999997,44.42171139728006
Angela Chapman,40,12,9,4,588.6700000000001,611.33,103.84935532641377
Anne-Maree Conroy,28,12,9,1,446.32,753.68,168.86538806237675
Mario Borg,58,12,8,6,675.82,524.1800000000001,77.56207274126247
Harry O'Neill,33,12,8,5,671.1499999999999,528.85,78.79758623258589
Nathan Cahir,32,12,6,2,599.32,600.6800000000001,100.22692384702663
Stephen Maguire,22,12,4,2,884.1199999999999,315.88,35.72818169479257
Steven Matson,21,12,4,2,551.95,648.0500000000001,117.41099737295045
Rodney Atkins,24,12,1,2,603.8900000000001,596.11,98.71168590306179
Garry Johnson,52,11,19,5,762.2,337.80000000000007,44.319076357911314
David Barbetti,68,11,15,13,778.8600000000001,321.14000000000004,41.23205710910818
Darren McCall,40,11,11,6,722.63,377.37,52.22174556827145
Bronte Miller,50,11,9,4,795.57,304.43,38.26564601480699
Michael Towers,39,11,8,3,733.4000000000001,366.59999999999997,49.98636487592036
Reagan Clarke,35,11,6,5,723.49,376.51000000000005,52.0408022225601
Micheal Ferguson,30,11,6,4,960.2,139.8,14.559466777754634
Joshua Holberton,24,11,5,2,728.95,371.05,50.901982303312984
Neville Pangrazio,39,11,4,7,614.6899999999999,485.31000000000006,78.95199206103891
Cooper Griffiths,32,11,4,4,908.29,191.71000000000004,21.106694998293502
Adrian Pace,31,11,4,3,838.69,261.31,31.156923297046585
Katie Wilson,20,11,4,1,507.52,592.4800000000001,116.74022698612865
Mark Hayes,25,11,2,5,514.08,585.92,113.97447868036102
David Druitt,47,10,9,6,734.9799999999999,265.02000000000004,36.05812403058587
Darren Hancock,34,10,8,4,866.31,133.69000000000003,15.432120141750646
John Walters,43,10,7,6,644.13,355.87000000000006,55.24816419045846
Peter Jnr Green,38,10,6,9,520.1000000000001,479.90000000000003,92.27071716977503
Corey Bell,52,10,5,7,732.1399999999999,267.85999999999996,36.585898871800474
Matthew Gath,34,10,4,3,575.91,424.09000000000003,73.63824208643712
Matthew Harding,27,10,4,3,610.09,389.91,63.91024275106951
Michael Munro,22,10,3,2,594.8599999999999,405.14,68.10678142756281
Mark Norman,16,10,3,1,511.44000000000005,488.56,95.52635695291724
Jamie Rigoli,51,9,11,11,826.9300000000001,73.07000000000001,8.83629811471346
Christopher Shinn,36,9,7,6,727.4,172.59999999999997,23.72834753918064
Ross Graham,27,9,6,5,370.1,529.9,143.17751958930018
Craig Demmler,31,9,5,5,583.4399999999999,316.56,54.257507198683676
Will Rothwell,29,9,5,2,621.01,278.99,44.92520249271348
Hannah Anforth,21,9,4,4,524.72,375.28000000000003,71.52004878792499
Scott Forby,26,9,4,4,320.17999999999995,579.82,181.09188581422956
Cameron Fitzpatrick,24,9,4,0,560.44,339.56,60.58810934265934
Andrew Millard,31,8,10,5,666.3600000000001,133.63999999999996,20.055225403685686
Tony Pullicino,45,8,10,5,709.7500000000001,90.25,12.715744980626981
Rod Barker,36,8,9,6,302.4800000000001,497.52,164.4802962179317
Joe Taaffe,37,8,8,5,676.01,123.99000000000001,18.341444653185604
Molly Ison,27,8,8,4,479.96,320.03999999999996,66.68055671305942
Sarah Rushbrook,30,8,6,5,471.71999999999997,328.28000000000003,69.59213092512509
Stephanie Morris,38,8,5,6,636.9,163.10000000000002,25.608415763856186
Nathan Xuereb,28,8,5,3,614.8199999999999,185.18000000000006,30.119384535311163
Christopher Shepherdson,27,8,5,1,409.2300000000001,390.77,95.48908926520537
Rita Burnett,39,8,4,6,410.7,389.3,94.78938397857317
Blake Pace,25,8,3,4,574.3299999999999,225.67,39.29274110702906
Malcom Jones,23,8,3,3,473.45,326.55,68.97243637131693
Austin Mifsud,28,8,3,2,439.64,360.36,81.967063961423
Joe Pace,17,8,0,2,521.03,278.96999999999997,53.5420225322918
Tim Gillespie,29,7,10,4,579.51,120.49000000000001,20.79170333557661
Briana Edman,30,7,6,4,584.79,115.21000000000001,19.701089279912452
David Hewitt,23,7,6,1,723.4000000000001,-23.399999999999967,-3.2347249101465256
Michael Hardy,19,7,6,0,330.29,369.71,111.93496624178752
Doc Wilson,26,7,5,3,278.01,421.99,151.7895039746772
Charlene Gusman,17,7,5,2,436.91,263.0899999999999,60.216062804696605
Sam Ison,25,7,4,6,396.72,303.28,76.44686428715465
Paul Cavallaro,16,7,4,1,483.28000000000003,216.71999999999997,44.843568945538806
Lucas Bucca,16,7,4,0,502.33000000000004,197.66999999999996,39.35062608245575
Gary Pekin,23,7,3,3,367.0200000000001,332.98,90.72530107351096
George Chamouras,32,7,3,2,497.03999999999996,202.96,40.83373571543538
Jack Stockton,16,7,3,1,446.67999999999995,253.32000000000005,56.711739948061265
Nick Beale,15,7,2,2,336.29999999999995,363.70000000000005,108.14748736247401
David Aiken,14,7,1,2,452.08000000000004,247.91999999999996,54.83985135374269
Stephen Dowton,16,7,0,6,354.73,345.27,97.33318298424153
Paul Williams,21,7,0,4,235.58,464.41999999999996,197.13897614398505
Ricky Hunt,16,7,0,3,493.72999999999996,206.26999999999998,41.77789480080206
Ellen Jones,8,7,0,1,275.31,424.69,154.25883549453343
Stephen Boyington,13,7,0,1,347.57000000000005,352.43,101.39827948326953
Michelle Wight,25,6,10,1,426.37000000000006,173.63,40.72284635410558
Clint Sneddon,32,6,6,4,448.09000000000003,151.91000000000003,33.90167153919972
Graham Betts,20,6,6,2,214.63,385.37000000000006,179.5508549596981
Angela Hurst,24,6,6,1,389.08000000000004,210.91999999999996,54.20993111956408
Paula Sapio,17,6,5,0,385.85999999999996,214.14,55.49681231534754
Jack Sullivan,29,6,4,4,351.0,249.00000000000006,70.94017094017096
Nic Horan,20,6,4,4,404.61,195.39000000000001,48.29094683769556
Raymond Walker,21,6,4,3,338.82,261.18,77.08517797060387
Tom Pay,31,6,4,3,555.4699999999999,44.530000000000044,8.016634561722515
Aaron Garaty,13,6,4,1,383.29999999999995,216.7,56.53535090007827
Damien Burns,15,6,3,1,404.51,195.49,48.32760623964798
Laura Rusten,13,6,2,2,207.04999999999995,392.95,189.7850760685825
Lauren White,15,6,2,2,251.91,348.09000000000003,138.18030248898418
Hayden Reeves,15,6,2,1,141.02,458.98,325.4715643171181
Dale Larpent,13,6,2,0,221.89000000000001,378.11,170.4042543602686
Ros Rolfe,19,6,1,2,274.3,325.70000000000005,118.7386073641998
Darryl Lawlor,9,6,1,0,240.17999999999998,359.82,149.81264051961028
