Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Heath Woods,70,1,5,8,190.10999999999993,-90.10999999999999,-47.398874335910804
Leon Hancock,82,1,5,8,216.35,-116.35,-53.77859949156459
Nathan Turvey,100,1,5,8,250.44999999999996,-150.44999999999996,-60.07187063286084
Rodney Coelli,100,1,5,8,235.64000000000001,-135.64000000000001,-57.56238329655407
Tasmyn Potter,100,1,5,8,273.82000000000005,-173.81999999999994,-63.47965816960043
Chris Svanosio,100,1,5,7,242.51000000000002,-142.51000000000002,-58.764587027339076
Edd Bailey,62,1,5,7,157.26999999999995,-57.26999999999999,-36.41508234246837
Jack Laugher,100,1,5,7,275.72,-175.72,-63.73132163063977
Jacob Duggan,100,1,5,7,292.84000000000003,-192.83999999999997,-65.85165960934297
Jordan Chibnall,100,1,5,7,277.15000000000003,-177.14999999999995,-63.91845570990435
Jack Watson,100,1,5,6,258.03000000000003,-158.03,-61.24481649420609
Paul Williams,100,1,5,6,241.54999999999995,-141.54999999999995,-58.60070378803559
Tom Nally,100,1,5,6,220.82000000000002,-120.82,-54.714246897925904
James Sutton,62,1,5,5,177.40999999999994,-77.40999999999997,-43.6333915788287
Kayleb Williams,100,1,5,5,289.69000000000005,-189.68999999999997,-65.48034105423037
Peter Hedges,100,1,5,5,254.56,-154.55999999999995,-60.71653048397232
Mark Norman,69,1,5,4,201.87,-101.86999999999999,-50.463169366423934
Mitch Turnbull,100,1,5,4,254.58999999999997,-154.58999999999997,-60.721159511371226
Ricky Thurlow,100,1,5,4,261.28,-161.27999999999997,-61.72688303735456
Chris Romanidis,95,1,5,3,212.85,-112.85000000000001,-53.018557669720465
Luke Alcorn,92,1,5,3,186.20999999999998,-86.21000000000001,-46.29719134310725
Paige Bevan,100,1,5,3,244.89000000000004,-144.89000000000004,-59.165339540201735
Doc Wilson,100,1,5,2,235.52,-135.51999999999998,-57.54076086956521
Katie Wilson,100,1,4,16,237.65000000000003,-137.65,-57.92131285503892
Jackie Barker,100,1,4,13,281.4100000000001,-181.41,-64.46466010447388
Bryse McElhinney,100,1,4,12,235.49999999999997,-135.49999999999997,-57.537154989384284
Donald Harper,100,1,4,12,227.35999999999999,-127.36000000000001,-56.016889514426474
Micheal Ferguson,100,1,4,11,236.48999999999998,-136.49,-57.7149139498499
Anthony Winnell,100,1,4,9,226.79999999999998,-126.8,-55.908289241622576
Jye Coney,100,1,4,9,275.55000000000007,-175.54999999999995,-63.70894574487386
Shannon Suvaljko,100,1,4,9,254.55,-154.54999999999998,-60.714987232370845
Annalise Scott,100,1,4,8,247.73,-147.73,-59.63347192507972
Brent Blythe,96,1,4,8,223.43,-123.43,-55.24325292037775
Cooper Griffiths,100,1,4,8,292.93,-192.93,-65.86215136722083
Emma Ison,100,1,4,8,238.0,-137.99999999999997,-57.98319327731091
Jordan Topping,100,1,4,8,245.86999999999998,-145.86999999999998,-59.328100215561065
Rodney Ashwood,100,1,4,8,292.15000000000003,-192.15,-65.77100804381311
Taylor Youl,100,1,4,8,261.38000000000005,-161.37999999999997,-61.741525747953155
Blake Jones,100,1,4,7,251.01,-151.01,-60.16094976295765
David McKenzie,100,1,4,7,260.85999999999996,-160.85999999999996,-61.665261059572174
Julie Weidemann,100,1,4,7,223.26,-123.25999999999998,-55.20917316133656
Malcom Jones,100,1,4,7,292.96999999999997,-192.96999999999997,-65.86681230160085
Darren Billinger,100,1,4,6,249.87,-149.87,-59.97918917837275
Darren Schofield,82,1,4,6,155.29,-55.28999999999999,-35.604353145727345
Graham Betts,100,1,4,6,218.23999999999995,-118.24,-54.17888563049854
Jake Betts,88,1,4,6,193.76,-93.76,-48.38976052848886
Matthew McCaffery,100,1,4,6,198.01999999999998,-98.01999999999998,-49.500050499949495
Trent Hodges,100,1,4,6,164.51999999999998,-64.51999999999998,-39.21711646000486
Charlie Borg,78,1,4,5,186.48999999999998,-86.49,-46.37782186712425
Cody Wallrodt,100,1,4,5,251.35999999999999,-151.35999999999999,-60.216422660725655
Corey O'Donoghue,53,1,4,5,140.29999999999998,-40.3,-28.72416250890948
Ella Turnbull,98,1,4,5,256.71999999999997,-156.72,-61.0470551573699
Fiona Schmetzer,61,1,4,5,154.89,-54.889999999999986,-35.43805281167279
Jake Bigeni,100,1,4,5,278.2800000000001,-178.27999999999997,-64.06497053327581
Scott Torney,100,1,4,5,184.52999999999997,-84.53000000000002,-45.8082696580502
Amy Rees,52,1,4,4,118.93,-18.93,-15.916925922811737
Nicholas Brown,100,1,4,4,236.17000000000002,-136.16999999999996,-57.65761951136891
Dylan Ford,100,1,4,3,293.33000000000004,-193.32999999999998,-65.90870350799439
Trent Rue,85,1,4,3,167.57999999999998,-67.58,-40.32700799618093
Jemma Coney,100,1,4,1,285.87000000000006,-185.86999999999998,-65.01906460978765
Hannah Rixon,100,1,3,15,287.03,-187.02999999999997,-65.16043619133887
Neville Pangrazio,100,1,3,12,199.31,-99.30999999999997,-49.826902814710735
Bailey McDonough,100,1,3,11,259.78000000000003,-159.77999999999994,-61.505889598891336
Kerryn Manning,100,1,3,11,277.05,-177.04999999999995,-63.905432232449
Tony Pullicino,100,1,3,10,234.73999999999998,-134.73999999999998,-57.399676237539396
Caitlin McElhinney,100,1,3,9,259.29,-159.28999999999996,-61.43314435574065
Joshua Osborn,100,1,3,9,240.53999999999996,-140.53999999999994,-58.42687286937721
Mark Buckingham,95,1,3,9,240.09,-140.09,-58.34895247615478
Michelle Phillips,100,1,3,9,245.53,-145.53,-59.27177941595731
Paula Sapio,100,1,3,9,218.98999999999998,-118.99000000000001,-54.33581442074982
Stewart Richards,100,1,3,9,192.59,-92.59000000000002,-48.07622410301678
Callan Suvaljko,100,1,3,8,239.76000000000002,-139.76000000000002,-58.291624958291635
Chris Alford,100,1,3,8,283.7800000000001,-183.77999999999994,-64.76143491437026
George Lee,100,1,3,8,278.09999999999997,-178.09999999999994,-64.04171161452713
Jason Lee,100,1,3,8,274.4200000000001,-174.42,-63.55950732453901
Brad Elder,100,1,3,7,296.84999999999997,-196.84999999999997,-66.3129526696985
Dan Morgan,100,1,3,7,226.80000000000004,-126.80000000000001,-55.90828924162257
Darcy Kulcsar,100,1,3,7,229.06999999999996,-129.07000000000002,-56.34522198454622
David Stewart,83,1,3,7,200.98,-100.97999999999999,-50.24380535376655
Olivia Frisby,100,1,3,7,288.6000000000001,-188.6,-65.34996534996533
Rebecca Bartley,100,1,3,7,255.65,-155.65,-60.884021122628596
Deehan Crook,67,1,3,6,129.54999999999998,-29.549999999999976,-22.809725974527197
Ian McMahon,100,1,3,6,191.09999999999997,-91.10000000000001,-47.671376242804826
