Trainer,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Bryse McElhinney,27,10,3,5,741.7,258.30000000000007,34.8254011055683
Dennis Dale,26,10,3,5,380.03999999999996,619.96,163.13019682138724
Phillip Westbury,36,10,3,4,372.7,627.3000000000001,168.3123155352831
Dennis Day,22,10,3,2,749.93,250.07,33.345778939367676
Don Rudd,18,10,3,2,687.4799999999999,312.5199999999999,45.458776982603126
Tim Mortlock,28,10,2,4,564.1800000000001,435.82000000000005,77.24839590201708
Gary Lawlor,18,10,2,1,477.27,522.7299999999999,109.5250068095627
Wade Judd,17,10,2,0,508.62,491.38,96.61043608194723
Chris Hughes,19,10,1,2,693.17,306.83,44.26475467778467
Stuart McDonald,14,10,1,1,911.8299999999999,88.17,9.669565598850664
Paul Williams,24,10,0,4,315.91999999999996,684.08,216.53583185616614
Joanne Pengelly,61,9,16,9,940.7700000000001,-40.76999999999991,-4.333684109824921
Peter Birks,39,9,14,2,1146.71,-246.7100000000001,-21.514593925229576
"R A Hoare, T A Hoare",40,9,12,1,868.9300000000001,31.07000000000005,3.5756620211064236
Joe Rigoli,43,9,10,7,679.8700000000001,220.13,32.37824878285554
Mark Russo,44,9,10,7,924.96,-24.959999999999994,-2.6984950700570827
Andrew Millard,30,9,10,4,721.5600000000001,178.43999999999997,24.72975220355895
Michael Towers,40,9,10,4,764.76,135.24,17.683979287619646
Mick Benham,38,9,9,6,1006.8900000000001,-106.89,-10.61585674701308
Errol Johnson,30,9,9,3,654.28,245.72,37.555786513419335
Corey Bell,33,9,8,4,695.69,204.31,29.36796561686958
Geoff Clout,34,9,7,5,708.9200000000001,191.08,26.953676014218807
Rodney Mercieca,19,9,7,0,633.2500000000001,266.75,42.1239636794315
Ken Dihm,32,9,6,9,506.77,393.23,77.59535884128896
Caitlin McElhinney,35,9,6,8,607.38,292.62,48.17741776153314
Nathan Townsend,26,9,6,5,540.5299999999999,359.4699999999999,66.50324681331287
Roy Roots Snr,29,9,6,5,797.06,102.93999999999998,12.914962487140238
Julie Brimacombe,28,9,6,4,698.8199999999999,201.17999999999998,28.788529234996137
Col Latter,21,9,6,2,510.1,389.90000000000003,76.43599294256028
Karen Young,20,9,6,1,458.08000000000004,441.91999999999996,96.47223192455463
Peter Borrelli,30,9,5,5,640.59,259.41,40.49548072870323
David Van Ryn,27,9,5,3,661.1599999999999,238.84000000000006,36.124387440256534
John Meade,21,9,5,3,425.09,474.91,111.71987108612296
Ashleigh Markham,30,9,4,4,681.15,218.85000000000002,32.12948689715922
Brian Wheeler,24,9,4,3,655.52,244.48,37.29558213326825
Mark Boyle,20,9,4,3,446.02,453.98,101.7846733330344
John Fagg,42,9,3,6,636.44,263.56,41.41160203632707
Brad Stevens,38,9,3,5,768.3199999999999,131.68000000000006,17.13869221157852
Daniel Anforth,17,9,3,2,421.24,478.75999999999993,113.65492355901623
Jacqueline Graham,19,9,3,2,443.29,456.71,103.02736357689098
Jennifer Douglas,18,9,3,2,427.67,472.33,110.4426310005378
Gary Jones,18,9,3,1,714.52,185.48000000000002,25.958685551139233
Malcolm Retallick,16,9,3,1,369.6,530.4,143.50649350649348
Katie Howlett,14,9,3,0,738.6499999999999,161.34999999999997,21.84390442022609
Graham Cummins,17,9,2,3,638.3000000000001,261.70000000000005,40.99953000156666
Neil Kliendienst,16,9,2,3,405.2,494.79999999999995,122.11253701875616
Michael Callegari,21,9,1,5,794.2399999999999,105.76000000000003,13.315874294923455
Simon Lowings,23,9,1,2,851.4000000000001,48.599999999999966,5.708245243128959
