Driver,Starts,Wins,2nds,3rds,Spend,P&L,ROI %
Ada Massa,12,1,0,1,64.59999999999998,35.4,54.79876160990713
Andrew Millard,4,1,0,1,42.82,57.17999999999999,133.53573096683792
Anne-Maree Conroy,15,1,0,1,133.83999999999997,-33.839999999999996,-25.283921099820684
Anthony Frisby,5,1,0,1,72.96,27.040000000000003,37.06140350877193
George Chamouras,8,1,0,1,48.0,52.00000000000001,108.33333333333334
Jocelyn Young,16,1,0,1,153.37,-53.37000000000001,-34.79820043033188
Lisa Miles,5,1,0,1,13.23,86.77000000000001,655.8578987150416
Riley Pace,4,1,0,1,69.14999999999999,30.850000000000005,44.61315979754159
Ross Payne,5,1,0,1,100.94999999999999,-0.9500000000000028,-0.9410599306587448
Sebastian Piltz,10,1,0,1,34.730000000000004,65.27,187.93550244745174
Alan Donohoe,1,1,0,0,10.0,90.0,900.0
Andrew Brooks,1,1,0,0,34.48,65.52,190.0232018561485
Briana Edman,7,1,0,0,18.189999999999998,81.81,449.75261132490385
Corey Bell,5,1,0,0,41.33,58.67,141.95499637067505
Craig Demmler,2,1,0,0,19.110000000000003,80.89,423.28623757195174
David Hewitt,3,1,0,0,92.28000000000002,7.720000000000002,8.365843086259213
David Stewart,3,1,0,0,43.34,56.66,130.7337332718043
Geoff Webster,1,1,0,0,75.19,24.81,32.99640909695438
Ian McMahon,2,1,0,0,15.879999999999999,84.12,529.7229219143578
John McCarthy,5,1,0,0,83.28,16.720000000000002,20.076849183477428
Matt Crone,9,1,0,0,58.67,41.33,70.4448610874382
Neil Caldwell,4,1,0,0,18.41,81.59,443.1830526887561
Paul Grech,6,1,0,0,61.87,38.13,61.62922256343948
Sofia Arvidsson,6,1,0,0,37.22,62.780000000000015,168.67275658248258
Stacey Towers,5,1,0,0,99.3,0.6999999999999997,0.7049345417925476
Steven Doherty,2,1,0,0,35.07,64.93,185.14399771884803
Trent Fiscalini,1,1,0,0,21.74,78.26,359.98160073597063
Vance Stampalia,4,1,0,0,30.96,69.03999999999999,222.9974160206718
Darren McCall,21,0,5,5,227.2,-227.2,-100.0
Nathan Turnbull,26,0,4,3,225.77999999999997,-225.77999999999997,-100.0
Sean O'Sullivan,22,0,4,3,327.57,-327.57,-100.0
Mikayla Towers,26,0,4,2,276.45,-276.45,-100.0
Anthony Varga,19,0,4,1,230.98999999999998,-230.98999999999998,-100.0
Mark Hewitt,10,0,4,1,106.37,-106.37,-100.0
Jacob Duggan,41,0,3,4,339.44999999999993,-339.44999999999993,-100.0
Leilani Justice,23,0,3,4,418.20000000000005,-418.20000000000005,-100.0
Kayleb Williams,13,0,3,2,98.4,-98.4,-100.0
Haylee Day,13,0,3,1,178.15,-178.15,-100.0
Maddison Brown,13,0,3,1,228.73999999999995,-228.73999999999995,-100.0
Michael Jnr Day,10,0,3,1,75.96,-75.96,-100.0
Taylor Ford,11,0,3,1,94.99,-94.99,-100.0
Graham Betts,12,0,3,0,56.339999999999996,-56.339999999999996,-100.0
Jim Douglass,24,0,3,0,124.1,-124.1,-100.0
Brent Murphy,16,0,2,7,166.64,-166.64,-100.0
Dayl March,11,0,2,2,202.85999999999999,-202.85999999999999,-100.0
Tom Nally,29,0,2,2,157.49999999999997,-157.49999999999997,-100.0
Tony Pullicino,15,0,2,2,78.07,-78.07,-100.0
Bryse McElhinney,7,0,2,1,61.94,-61.94,-100.0
Chris Alford,10,0,2,1,180.01999999999998,-180.01999999999998,-100.0
Jack Watson,11,0,2,1,104.65,-104.65,-100.0
Paul Cavallaro,4,0,2,1,80.13,-80.13,-100.0
Shane Turner,11,0,2,1,83.01999999999998,-83.01999999999998,-100.0
