Race Anchor,Venue,Date,MeetingTime,Race No,Time,State,VenDist Sample,Horse No,Horse,Race Name,Distance,Prizemoney,Barrier,Trainer,Driver,RaceAnchorFull,RunnerAnchor,Gait,Start,VenDist,VenDistGaitStart,VenDistGaitStart Sample,BM LT,BM Q1,BM Q2,BM Q3,BM Q4,Br Sts,Br Wins,Br Places,Br Win %,Br Pla %,Br ROI %,Dr Sts,Dr Win,Dr Pla,Dr Win%,Dr Pla%,Dr ROI%,Tr Sts,Tr Win,Tr Pla,Tr Win%,Tr Pla%,Tr ROI%,Driver_clean,Dr 30 Sts,Dr 30 Win,Dr 30 Pla,Dr 30 Win %,Dr 30 Pla %,Dr 30 ROI %,Dr 90 Sts,Dr 90 Win,Dr 90 Pla,Dr 90 Win %,Dr 90 Pla %,Dr 90 ROI %,Dr 180 Sts,Dr 180 Win,Dr 180 Pla,Dr 180 Win %,Dr 180 Pla %,Dr 180 ROI %,Dr 365 Sts,Dr 365 Win,Dr 365 Pla,Dr 365 Win %,Dr 365 Pla %,Dr 365 ROI %,Dr All Sts,Dr All Win,Dr All Pla,Dr All Win %,Dr All Pla %,Dr All ROI %,Ld %,Dth %,BL %,Bell Pos Sts,Bell Pos Lead,Bell Pos Lead %,Bell Pos Lead ROI %,Bell Pos BL,Bell Pos BL %,Bell Pos BL ROI %,Bell Pos Dth,Bell Pos Dth %,Bell Pos Dth ROI %,Tr 30 Sts,Tr 30 Win,Tr 30 Pla,Tr 30 Win %,Tr 30 Pla %,Tr 30 ROI %,Tr 90 Sts,Tr 90 Win,Tr 90 Pla,Tr 90 Win %,Tr 90 Pla %,Tr 90 ROI %,Tr 180 Sts,Tr 180 Win,Tr 180 Pla,Tr 180 Win %,Tr 180 Pla %,Tr 180 ROI %,Tr 365 Sts,Tr 365 Win,Tr 365 Pla,Tr 365 Win %,Tr 365 Pla %,Tr 365 ROI %,Tr All Sts,Tr All Win,Tr All Pla,Tr All Win %,Tr All Pla %,Tr All ROI %
GP190825,Gloucester Park,2025-08-19,Night,7,8:15 PM,WA,2938,1.0,LUNAR MISS,$9 PINTS EVERY FRIDAY IN STEELO'S OR JP'S 3YO WESTBRED MS PACE,2130.0,"$9,360",FR1,M C Norman,Ajay Markham,GP190825_R7,GP190825_R7_LUNAR MISS,PACERS,Mobile,Gloucester Park_2130.0,Gloucester Park_2130.0_pacers_mobile,2082,37.6,31.0,30.1,28.9,28.9,2082.0,408.0,623.0,19.6,49.52,-16.86,54.0,6.0,14.0,11.11,37.04,-23.06,11.0,1.0,1.0,9.09,18.18,151.07,ajay markham,43.0,7.0,12.0,16.28,44.19,-2.7,141.0,17.0,43.0,12.06,42.55,-26.73,232.0,24.0,69.0,10.34,40.09,-26.66,334.0,26.0,90.0,7.78,34.73,-37.68,334.0,26.0,90.0,7.78,34.73,-37.68,5.9,5.9,11.8,17.0,1.0,5.9,-100.0,2.0,11.8,-100.0,1.0,5.9,-100.0,7.0,0.0,0.0,0.0,0.0,-100.0,12.0,1.0,0.0,8.33,8.33,25.38,22.0,3.0,2.0,13.64,22.73,60.32,51.0,5.0,6.0,9.8,21.57,18.9,100.0,10.0,23.0,10.0,33.0,-13.72
GP190825,Gloucester Park,2025-08-19,Night,7,8:15 PM,WA,2938,2.0,CHEVRONS GOLD,$9 PINTS EVERY FRIDAY IN STEELO'S OR JP'S 3YO WESTBRED MS PACE,2130.0,"$9,360",FR2,P L Anderson,Emily Suvaljko,GP190825_R7,GP190825_R7_CHEVRONS GOLD,PACERS,Mobile,Gloucester Park_2130.0,Gloucester Park_2130.0_pacers_mobile,2082,37.6,31.0,30.1,28.9,28.9,2081.0,267.0,549.0,12.83,39.21,-20.03,2136.0,219.0,403.0,10.25,29.12,-11.51,484.0,18.0,97.0,3.72,23.76,-44.84,emily suvaljko,72.0,10.0,12.0,13.89,30.56,-17.55,239.0,38.0,39.0,15.9,32.22,-15.62,422.0,72.0,79.0,17.06,35.78,-7.03,999.0,143.0,222.0,14.31,36.54,-13.03,4511.0,573.0,1038.0,12.7,35.71,-12.25,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,-100.0,49.0,3.0,13.0,6.12,32.65,-48.4,110.0,10.0,33.0,9.09,39.09,-31.67,208.0,21.0,63.0,10.1,40.38,-17.82,414.0,45.0,129.0,10.87,42.03,-23.82,1883.0,187.0,534.0,9.93,38.29,-26.67
GP190825,Gloucester Park,2025-08-19,Night,7,8:15 PM,WA,2938,3.0,GELSOMINO AMAL,$9 PINTS EVERY FRIDAY IN STEELO'S OR JP'S 3YO WESTBRED MS PACE,2130.0,"$9,360",FR3,D R Young,Aiden De Campo,GP190825_R7,GP190825_R7_GELSOMINO AMAL,PACERS,Mobile,Gloucester Park_2130.0,Gloucester Park_2130.0_pacers_mobile,2082,37.6,31.0,30.1,28.9,28.9,2082.0,221.0,434.0,10.61,31.46,-19.12,1840.0,234.0,459.0,12.72,37.66,-14.6,352.0,37.0,87.0,10.51,35.23,-27.22,aiden de campo,54.0,8.0,14.0,14.81,40.74,-33.43,163.0,21.0,38.0,12.88,36.2,-37.04,320.0,49.0,81.0,15.31,40.62,-27.08,719.0,104.0,190.0,14.46,40.89,-22.96,3029.0,483.0,798.0,15.95,42.29,-13.14,9.5,4.8,28.6,21.0,2.0,9.5,-18.2,6.0,28.6,-100.0,1.0,4.8,-100.0,13.0,1.0,2.0,7.69,23.08,-24.92,55.0,3.0,11.0,5.45,25.45,-55.85,108.0,8.0,25.0,7.41,30.56,-44.85,248.0,21.0,60.0,8.47,32.66,-40.25,599.0,73.0,149.0,12.19,37.06,-23.96
GP190825,Gloucester Park,2025-08-19,Night,7,8:15 PM,WA,2938,4.0,SHECANPLAY,$9 PINTS EVERY FRIDAY IN STEELO'S OR JP'S 3YO WESTBRED MS PACE,2130.0,"$9,360",FR4,M C Williams,Ryan Warwick,GP190825_R7,GP190825_R7_SHECANPLAY,PACERS,Mobile,Gloucester Park_2130.0,Gloucester Park_2130.0_pacers_mobile,2082,37.6,31.0,30.1,28.9,28.9,2083.0,235.0,403.0,11.28,30.63,-12.39,1017.0,162.0,228.0,15.93,38.35,-15.01,64.0,8.0,8.0,12.5,25.0,39.73,ryan warwick,33.0,7.0,8.0,21.21,45.45,122.09,76.0,12.0,17.0,15.79,38.16,51.72,144.0,18.0,28.0,12.5,31.94,22.23,303.0,27.0,59.0,8.91,28.38,-5.81,1647.0,306.0,396.0,18.58,42.62,-15.57,17.6,5.9,5.9,17.0,3.0,17.6,23.6,1.0,5.9,-100.0,1.0,5.9,-100.0,8.0,3.0,2.0,37.5,62.5,167.24,22.0,6.0,7.0,27.27,59.09,64.74,36.0,7.0,8.0,19.44,41.67,60.25,54.0,8.0,11.0,14.81,35.19,39.78,214.0,22.0,53.0,10.28,35.05,-14.55
GP190825,Gloucester Park,2025-08-19,Night,7,8:15 PM,WA,2938,5.0,DO IT MY WAY,$9 PINTS EVERY FRIDAY IN STEELO'S OR JP'S 3YO WESTBRED MS PACE,2130.0,"$9,360",FR5,P L Anderson,Darcy Kulcsar,GP190825_R7,GP190825_R7_DO IT MY WAY,PACERS,Mobile,Gloucester Park_2130.0,Gloucester Park_2130.0_pacers_mobile,2082,37.6,31.0,30.1,28.9,28.9,2079.0,247.0,428.0,11.88,32.47,-9.5,30.0,3.0,4.0,10.0,23.33,64.35,484.0,18.0,97.0,3.72,23.76,-44.84,darcy kulcsar,26.0,0.0,4.0,0.0,15.38,-100.0,63.0,2.0,13.0,3.17,23.81,-55.23,76.0,3.0,13.0,3.95,21.05,-40.77,101.0,3.0,13.0,2.97,15.84,-49.06,124.0,3.0,15.0,2.42,14.52,-58.45,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.0,13.0,6.12,32.65,-48.4,110.0,10.0,33.0,9.09,39.09,-31.67,208.0,21.0,63.0,10.1,40.38,-17.82,414.0,45.0,129.0,10.87,42.03,-23.82,1883.0,187.0,534.0,9.93,38.29,-26.67
GP190825,Gloucester Park,2025-08-19,Night,7,8:15 PM,WA,2938,6.0,FILLMYPOCKET,$9 PINTS EVERY FRIDAY IN STEELO'S OR JP'S 3YO WESTBRED MS PACE,2130.0,"$9,360",FR6,P L Anderson,Trent Wheeler,GP190825_R7,GP190825_R7_FILLMYPOCKET,PACERS,Mobile,Gloucester Park_2130.0,Gloucester Park_2130.0_pacers_mobile,2082,37.6,31.0,30.1,28.9,28.9,2044.0,194.0,382.0,9.49,28.18,-13.31,1038.0,57.0,195.0,5.49,24.28,-24.19,484.0,18.0,97.0,3.72,23.76,-44.84,trent wheeler,79.0,2.0,18.0,2.53,25.32,-71.27,239.0,15.0,49.0,6.28,26.78,-35.71,452.0,40.0,98.0,8.85,30.53,-20.28,1004.0,92.0,242.0,9.16,33.27,-25.5,3912.0,378.0,960.0,9.66,34.2,-19.02,8.3,25.0,0.0,12.0,1.0,8.3,50.0,0.0,0.0,0.0,3.0,25.0,-100.0,49.0,3.0,13.0,6.12,32.65,-48.4,110.0,10.0,33.0,9.09,39.09,-31.67,208.0,21.0,63.0,10.1,40.38,-17.82,414.0,45.0,129.0,10.87,42.03,-23.82,1883.0,187.0,534.0,9.93,38.29,-26.67
GP190825,Gloucester Park,2025-08-19,Night,7,8:15 PM,WA,2938,7.0,THE FIRST CUT,$9 PINTS EVERY FRIDAY IN STEELO'S OR JP'S 3YO WESTBRED MS PACE,2130.0,"$9,360",FR7,R G Williams,Robbie Williams,GP190825_R7,GP190825_R7_THE FIRST CUT,PACERS,Mobile,Gloucester Park_2130.0,Gloucester Park_2130.0_pacers_mobile,2082,37.6,31.0,30.1,28.9,28.9,1946.0,153.0,340.0,7.86,25.33,-24.86,258.0,39.0,67.0,15.12,41.09,-5.91,254.0,39.0,66.0,15.35,41.34,-7.82,robbie williams,7.0,3.0,1.0,42.86,57.14,88.83,23.0,10.0,4.0,43.48,60.87,101.97,44.0,13.0,9.0,29.55,50.0,52.29,69.0,15.0,17.0,21.74,46.38,25.2,353.0,63.0,92.0,17.85,43.91,-3.2,30.0,20.0,0.0,10.0,3.0,30.0,48.7,0.0,0.0,0.0,2.0,20.0,-100.0,7.0,3.0,1.0,42.86,57.14,88.83,23.0,10.0,4.0,43.48,60.87,101.97,44.0,13.0,9.0,29.55,50.0,52.29,70.0,15.0,17.0,21.43,45.71,24.8,315.0,62.0,84.0,19.68,46.35,-3.97
GP190825,Gloucester Park,2025-08-19,Night,7,8:15 PM,WA,2938,8.0,LILLIE QUEEN,$9 PINTS EVERY FRIDAY IN STEELO'S OR JP'S 3YO WESTBRED MS PACE,2130.0,"$9,360",FR8,M G Reed,Shannon Suvaljko,GP190825_R7,GP190825_R7_LILLIE QUEEN,PACERS,Mobile,Gloucester Park_2130.0,Gloucester Park_2130.0_pacers_mobile,2082,37.6,31.0,30.1,28.9,28.9,1670.0,116.0,272.0,6.95,23.23,-21.22,2874.0,305.0,645.0,10.61,33.05,-18.51,734.0,120.0,182.0,16.35,41.14,-14.42,shannon suvaljko,60.0,6.0,14.0,10.0,33.33,-23.42,233.0,22.0,60.0,9.44,35.19,-23.16,506.0,54.0,127.0,10.67,35.77,-19.2,1052.0,121.0,255.0,11.5,35.74,-24.77,5372.0,722.0,1301.0,13.44,37.66,-16.42,25.0,0.0,25.0,4.0,1.0,25.0,-100.0,1.0,25.0,-100.0,0.0,0.0,0.0,20.0,3.0,2.0,15.0,25.0,-23.85,73.0,9.0,15.0,12.33,32.88,-25.4,139.0,18.0,31.0,12.95,35.25,-17.1,266.0,41.0,62.0,15.41,38.72,-23.69,920.0,177.0,238.0,19.24,45.11,-12.23
GP190825,Gloucester Park,2025-08-19,Night,7,8:15 PM,WA,2938,9.0,BLITZAR,$9 PINTS EVERY FRIDAY IN STEELO'S OR JP'S 3YO WESTBRED MS PACE,2130.0,"$9,360",FR9,M C Norman,Aaron Suvaljko,GP190825_R7,GP190825_R7_BLITZAR,PACERS,Mobile,Gloucester Park_2130.0,Gloucester Park_2130.0_pacers_mobile,2082,37.6,31.0,30.1,28.9,28.9,1052.0,69.0,151.0,6.56,20.91,-19.38,44.0,0.0,7.0,0.0,15.91,-100.0,11.0,1.0,1.0,9.09,18.18,151.07,aaron suvaljko,23.0,1.0,2.0,4.35,13.04,7.47,73.0,2.0,10.0,2.74,16.44,-61.61,120.0,4.0,16.0,3.33,16.67,-51.07,262.0,5.0,39.0,1.91,16.79,-72.15,452.0,14.0,63.0,3.1,17.04,-61.5,0.0,5.9,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.9,-100.0,7.0,0.0,0.0,0.0,0.0,-100.0,12.0,1.0,0.0,8.33,8.33,25.38,22.0,3.0,2.0,13.64,22.73,60.32,51.0,5.0,6.0,9.8,21.57,18.9,100.0,10.0,23.0,10.0,33.0,-13.72
GP190825,Gloucester Park,2025-08-19,Night,7,8:15 PM,WA,2938,10.0,JUST BETTY,$9 PINTS EVERY FRIDAY IN STEELO'S OR JP'S 3YO WESTBRED MS PACE,2130.0,"$9,360",SR1,D J Harper,Donald Harper,GP190825_R7,GP190825_R7_JUST BETTY,PACERS,Mobile,Gloucester Park_2130.0,Gloucester Park_2130.0_pacers_mobile,2082,37.6,31.0,30.1,28.9,28.9,1210.0,72.0,315.0,5.95,31.98,-38.99,758.0,49.0,142.0,6.46,25.2,-14.54,458.0,36.0,87.0,7.86,26.86,-9.2,donald harper,46.0,2.0,7.0,4.35,19.57,-46.72,131.0,12.0,23.0,9.16,26.72,10.33,252.0,26.0,50.0,10.32,30.16,-1.83,568.0,57.0,121.0,10.04,31.34,-6.35,2462.0,199.0,519.0,8.08,29.16,-19.46,0.0,0.0,50.0,4.0,0.0,0.0,0.0,2.0,50.0,370.4,0.0,0.0,0.0,18.0,0.0,2.0,0.0,11.11,-100.0,48.0,3.0,8.0,6.25,22.92,-20.31,77.0,8.0,14.0,10.39,28.57,0.88,151.0,19.0,27.0,12.58,30.46,13.63,885.0,95.0,184.0,10.73,31.53,-6.83
GP190825,Gloucester Park,2025-08-19,Night,8,8:46 PM,WA,498,1.0,JUST A PONY,THE WEST AUSTRALIAN WESTBRED MAIDEN MS PACE,1730.0,"$9,360",FR1,H C Reeves,Stuart McDonald,GP190825_R8,GP190825_R8_JUST A PONY,PACERS,Mobile,Gloucester Park_1730.0,Gloucester Park_1730.0_pacers_mobile,313,7.8,29.5,30.1,29.0,28.9,313.0,58.0,95.0,18.53,48.88,-26.89,914.0,96.0,215.0,10.5,34.03,-17.93,526.0,24.0,77.0,4.56,19.2,-21.45,stuart mcdonald,48.0,7.0,11.0,14.58,37.5,-12.99,182.0,16.0,37.0,8.79,29.12,-28.21,360.0,38.0,71.0,10.56,30.28,-14.8,726.0,78.0,156.0,10.74,32.23,-21.45,1764.0,236.0,418.0,13.38,37.07,-16.31,33.3,0.0,33.3,3.0,1.0,33.3,-100.0,1.0,33.3,-100.0,0.0,0.0,0.0,76.0,7.0,17.0,9.21,31.58,-23.27,222.0,15.0,58.0,6.76,32.88,-34.86,403.0,33.0,89.0,8.19,30.27,-19.45,749.0,57.0,158.0,7.61,28.7,-26.21,3312.0,255.0,644.0,7.7,27.14,-17.88
GP190825,Gloucester Park,2025-08-19,Night,8,8:46 PM,WA,498,2.0,PRINCESS DIAMOND,THE WEST AUSTRALIAN WESTBRED MAIDEN MS PACE,1730.0,"$9,360",FR2,B J Howlett,Chris Voak,GP190825_R8,GP190825_R8_PRINCESS DIAMOND,PACERS,Mobile,Gloucester Park_1730.0,Gloucester Park_1730.0_pacers_mobile,313,7.8,29.5,30.1,29.0,28.9,313.0,49.0,92.0,15.65,45.05,-12.82,2371.0,218.0,565.0,9.19,33.02,-28.15,673.0,70.0,206.0,10.4,41.01,-26.95,chris voak,61.0,2.0,11.0,3.28,21.31,-66.21,198.0,19.0,56.0,9.6,37.88,-27.27,373.0,34.0,79.0,9.12,30.29,-29.56,799.0,94.0,162.0,11.76,32.04,-15.74,4372.0,529.0,1076.0,12.1,36.71,-22.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,29.41,-100.0,50.0,6.0,18.0,12.0,48.0,-34.41,74.0,9.0,25.0,12.16,45.95,-36.69,210.0,33.0,75.0,15.71,51.43,-25.62,1606.0,266.0,517.0,16.56,48.75,-22.72
GP190825,Gloucester Park,2025-08-19,Night,8,8:46 PM,WA,498,3.0,GRIN DESTINY,THE WEST AUSTRALIAN WESTBRED MAIDEN MS PACE,1730.0,"$9,360",FR3,D L Costello,Toby Lynn,GP190825_R8,GP190825_R8_GRIN DESTINY,PACERS,Mobile,Gloucester Park_1730.0,Gloucester Park_1730.0_pacers_mobile,313,7.8,29.5,30.1,29.0,28.9,312.0,39.0,82.0,12.5,38.78,-13.33,260.0,15.0,45.0,5.77,23.08,-22.58,149.0,4.0,28.0,2.68,21.48,-59.5,toby lynn,61.0,6.0,13.0,9.84,31.15,-11.76,162.0,13.0,33.0,8.02,28.4,-29.24,306.0,26.0,58.0,8.5,27.45,-16.06,524.0,41.0,99.0,7.82,26.72,-14.99,868.0,54.0,147.0,6.22,23.16,-21.95,12.0,24.0,20.0,25.0,3.0,12.0,-100.0,5.0,20.0,-100.0,6.0,24.0,-100.0,5.0,2.0,2.0,40.0,80.0,246.38,18.0,3.0,9.0,16.67,66.67,-25.8,31.0,4.0,13.0,12.9,54.84,-34.65,90.0,7.0,29.0,7.78,40.0,-33.68,323.0,17.0,69.0,5.26,26.63,-46.4
GP190825,Gloucester Park,2025-08-19,Night,8,8:46 PM,WA,498,4.0,BETTOR BE BUCKS,THE WEST AUSTRALIAN WESTBRED MAIDEN MS PACE,1730.0,"$9,360",FR4,D C Wych,Dennis Wych,GP190825_R8,GP190825_R8_BETTOR BE BUCKS,PACERS,Mobile,Gloucester Park_1730.0,Gloucester Park_1730.0_pacers_mobile,313,7.8,29.5,30.1,29.0,28.9,311.0,39.0,74.0,12.54,36.33,-9.48,7.0,0.0,1.0,0.0,14.29,-100.0,7.0,0.0,1.0,0.0,14.29,-100.0,dennis wych,2.0,0.0,1.0,0.0,50.0,-100.0,5.0,0.0,1.0,0.0,20.0,-100.0,11.0,0.0,2.0,0.0,18.18,-100.0,14.0,0.0,2.0,0.0,14.29,-100.0,47.0,0.0,7.0,0.0,14.89,-100.0,0.0,4.0,20.0,25.0,0.0,0.0,0.0,5.0,20.0,-100.0,1.0,4.0,-100.0,2.0,0.0,1.0,0.0,50.0,-100.0,5.0,0.0,1.0,0.0,20.0,-100.0,11.0,0.0,2.0,0.0,18.18,-100.0,14.0,0.0,2.0,0.0,14.29,-100.0,47.0,0.0,7.0,0.0,14.89,-100.0
GP190825,Gloucester Park,2025-08-19,Night,8,8:46 PM,WA,498,5.0,THE ULTIMATE BEACH,THE WEST AUSTRALIAN WESTBRED MAIDEN MS PACE,1730.0,"$9,360",FR5,T C Reay,Emily Suvaljko,GP190825_R8,GP190825_R8_THE ULTIMATE BEACH,PACERS,Mobile,Gloucester Park_1730.0,Gloucester Park_1730.0_pacers_mobile,313,7.8,29.5,30.1,29.0,28.9,303.0,43.0,67.0,14.19,36.3,-3.94,2136.0,219.0,403.0,10.25,29.12,-11.51,408.0,25.0,68.0,6.13,22.79,-18.33,emily suvaljko,72.0,10.0,12.0,13.89,30.56,-17.55,239.0,38.0,39.0,15.9,32.22,-15.62,422.0,72.0,79.0,17.06,35.78,-7.03,999.0,143.0,222.0,14.31,36.54,-13.03,4511.0,573.0,1038.0,12.7,35.71,-12.25,18.2,0.0,27.3,11.0,2.0,18.2,-100.0,3.0,27.3,-100.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,13.33,-100.0,58.0,3.0,9.0,5.17,20.69,-29.3,107.0,9.0,13.0,8.41,20.56,-0.01,254.0,18.0,29.0,7.09,18.5,0.97,1226.0,79.0,231.0,6.44,25.29,-25.35
GP190825,Gloucester Park,2025-08-19,Night,8,8:46 PM,WA,498,6.0,CAPPY THE FIREY,THE WEST AUSTRALIAN WESTBRED MAIDEN MS PACE,1730.0,"$9,360",FR6,A C Markham,Ajay Markham,GP190825_R8,GP190825_R8_CAPPY THE FIREY,PACERS,Mobile,Gloucester Park_1730.0,Gloucester Park_1730.0_pacers_mobile,313,7.8,29.5,30.1,29.0,28.9,286.0,23.0,57.0,8.04,27.97,-25.45,54.0,6.0,14.0,11.11,37.04,-23.06,42.0,6.0,5.0,14.29,26.19,28.87,ajay markham,43.0,7.0,12.0,16.28,44.19,-2.7,141.0,17.0,43.0,12.06,42.55,-26.73,232.0,24.0,69.0,10.34,40.09,-26.66,334.0,26.0,90.0,7.78,34.73,-37.68,334.0,26.0,90.0,7.78,34.73,-37.68,0.0,2.4,4.9,41.0,0.0,0.0,0.0,2.0,4.9,-100.0,1.0,2.4,-100.0,6.0,1.0,0.0,16.67,16.67,53.07,24.0,4.0,2.0,16.67,25.0,43.95,31.0,5.0,3.0,16.13,25.81,50.74,52.0,5.0,7.0,9.62,23.08,6.55,339.0,21.0,61.0,6.19,24.19,-32.35
GP190825,Gloucester Park,2025-08-19,Night,8,8:46 PM,WA,498,7.0,SOMETHING CERTAIN,THE WEST AUSTRALIAN WESTBRED MAIDEN MS PACE,1730.0,"$9,360",FR7,B J Howlett,Mitchell Miller,GP190825_R8,GP190825_R8_SOMETHING CERTAIN,PACERS,Mobile,Gloucester Park_1730.0,Gloucester Park_1730.0_pacers_mobile,313,7.8,29.5,30.1,29.0,28.9,257.0,18.0,50.0,7.0,26.46,-30.07,1526.0,113.0,296.0,7.4,26.8,-22.23,673.0,70.0,206.0,10.4,41.01,-26.95,mitchell miller,47.0,2.0,15.0,4.26,36.17,-69.08,159.0,12.0,43.0,7.55,34.59,-41.39,287.0,24.0,63.0,8.36,30.31,-28.48,616.0,58.0,129.0,9.42,30.36,-23.76,3145.0,306.0,682.0,9.73,31.41,-17.21,0.0,0.0,33.3,3.0,0.0,0.0,0.0,1.0,33.3,-100.0,0.0,0.0,0.0,17.0,0.0,5.0,0.0,29.41,-100.0,50.0,6.0,18.0,12.0,48.0,-34.41,74.0,9.0,25.0,12.16,45.95,-36.69,210.0,33.0,75.0,15.71,51.43,-25.62,1606.0,266.0,517.0,16.56,48.75,-22.72
GP190825,Gloucester Park,2025-08-19,Night,8,8:46 PM,WA,498,8.0,ROCKSTAR QUALITY,THE WEST AUSTRALIAN WESTBRED MAIDEN MS PACE,1730.0,"$9,360",FR8,P L Anderson,Trent Wheeler,GP190825_R8,GP190825_R8_ROCKSTAR QUALITY,PACERS,Mobile,Gloucester Park_1730.0,Gloucester Park_1730.0_pacers_mobile,313,7.8,29.5,30.1,29.0,28.9,203.0,17.0,34.0,8.37,25.12,-18.67,1038.0,57.0,195.0,5.49,24.28,-24.19,484.0,18.0,97.0,3.72,23.76,-44.84,trent wheeler,79.0,2.0,18.0,2.53,25.32,-71.27,239.0,15.0,49.0,6.28,26.78,-35.71,452.0,40.0,98.0,8.85,30.53,-20.28,1004.0,92.0,242.0,9.16,33.27,-25.5,3912.0,378.0,960.0,9.66,34.2,-19.02,14.3,7.1,0.0,14.0,2.0,14.3,-100.0,0.0,0.0,0.0,1.0,7.1,-100.0,49.0,3.0,13.0,6.12,32.65,-48.4,110.0,10.0,33.0,9.09,39.09,-31.67,208.0,21.0,63.0,10.1,40.38,-17.82,414.0,45.0,129.0,10.87,42.03,-23.82,1883.0,187.0,534.0,9.93,38.29,-26.67
GP190825,Gloucester Park,2025-08-19,Night,8,8:46 PM,WA,498,9.0,GALIFIANAKIS,THE WEST AUSTRALIAN WESTBRED MAIDEN MS PACE,1730.0,"$9,360",FR9,J L Guagliardo,Deni Roberts,GP190825_R8,GP190825_R8_GALIFIANAKIS,PACERS,Mobile,Gloucester Park_1730.0,Gloucester Park_1730.0_pacers_mobile,313,7.8,29.5,30.1,29.0,28.9,121.0,4.0,14.0,3.31,14.88,-58.19,2050.0,314.0,474.0,15.32,38.44,-13.02,83.0,2.0,11.0,2.41,15.66,-50.07,deni roberts,49.0,14.0,11.0,28.57,51.02,1.74,158.0,30.0,30.0,18.99,37.97,-22.94,314.0,65.0,75.0,20.7,44.59,-24.37,639.0,141.0,161.0,22.07,47.26,-18.05,3706.0,616.0,931.0,16.62,41.74,-13.15,0.0,11.1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.1,-100.0,8.0,0.0,1.0,0.0,12.5,-100.0,29.0,0.0,2.0,0.0,6.9,-100.0,47.0,1.0,5.0,2.13,12.77,-61.33,72.0,1.0,9.0,1.39,13.89,-69.8,150.0,9.0,25.0,6.0,22.67,-21.42
NR190825,Newcastle,2025-08-19,Day,1,1:21 PM,NSW,1904,1.0,CAROLSDIAMOND,MATES4HARNESS PACE,1609.0,"$6,936",FR1,D G Ingold,Andrew Bourke,NR190825_R1,NR190825_R1_CAROLSDIAMOND,PACERS,Mobile,Newcastle_1609.0,Newcastle_1609.0_pacers_mobile,1902,0.0,28.1,30.4,28.6,28.9,1902.0,225.0,529.0,11.83,39.64,-23.15,632.0,42.0,121.0,6.65,25.79,-24.94,105.0,2.0,13.0,1.9,14.29,-66.53,andrew bourke,9.0,1.0,2.0,11.11,33.33,174.35,25.0,2.0,5.0,8.0,28.0,56.21,65.0,6.0,11.0,9.23,26.15,10.07,120.0,9.0,20.0,7.5,24.17,-17.4,955.0,67.0,202.0,7.02,28.17,-25.22,6.1,10.2,16.3,49.0,3.0,6.1,-100.0,8.0,16.3,-100.0,5.0,10.2,-100.0,4.0,0.0,2.0,0.0,50.0,-100.0,17.0,0.0,6.0,0.0,35.29,-100.0,27.0,0.0,7.0,0.0,25.93,-100.0,56.0,1.0,13.0,1.79,25.0,-79.81,132.0,2.0,22.0,1.52,18.18,-77.43
NR190825,Newcastle,2025-08-19,Day,1,1:21 PM,NSW,1904,2.0,ROBYN TAYLOR,MATES4HARNESS PACE,1609.0,"$6,936",FR2,B N Greenwood,Glenn McElhinney,NR190825_R1,NR190825_R1_ROBYN TAYLOR,PACERS,Mobile,Newcastle_1609.0,Newcastle_1609.0_pacers_mobile,1902,0.0,28.1,30.4,28.6,28.9,1900.0,191.0,432.0,10.05,32.79,-29.98,288.0,24.0,65.0,8.33,30.9,-24.23,182.0,4.0,11.0,2.2,8.24,-29.0,glenn mcelhinney,10.0,0.0,0.0,0.0,0.0,-100.0,37.0,0.0,3.0,0.0,8.11,-100.0,103.0,2.0,10.0,1.94,11.65,-49.63,236.0,6.0,29.0,2.54,14.83,-44.19,1602.0,72.0,286.0,4.49,22.35,-41.32,6.8,9.1,22.7,88.0,6.0,6.8,-100.0,20.0,22.7,207.8,8.0,9.1,-100.0,2.0,0.0,0.0,0.0,0.0,-100.0,8.0,0.0,1.0,0.0,12.5,-100.0,18.0,0.0,1.0,0.0,5.56,-100.0,43.0,1.0,2.0,2.33,6.98,4.54,191.0,4.0,11.0,2.09,7.85,-30.5
